first_column,path_no,o_zone_id,d_zone_id,od_pair,o_sindex,d_sindex,within_OD_path_no,path_id,activity_zone_sequence,activity_mode_type_sequence,information_type,mode_type,demand_period,volume,OD_relative_gap,travel_time,path_gap,preload_volume,volume_before_odme,volume_after_odme,volume_diff_odme,rt_new_path_flag,volume_before_sa,volume_after_sa,volume_diff_sa,simu_volume,subarea_flag,OD_impact_flag,at_OD_impact_flag,path_impact_flag,toll,#_of_nodes,#_of_sensor_links,#_of_SA_links,travel_time,VDF_travel_time,VDF_travel_time_without_access_link,distance_km,distance_mile,node_sequence,link_sequence, geometry,link_type_name_sequence,link_code_sequence,link_link_distance_VDF_sequence,link_FFTT_sequence,
,48,1,23,0,22,1->23,1,2,,,0,auto,am,26.7094,0.0293,0.0462,0.0117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0462,0.0462,0.0220,0.0137,1;3;12;11;14;23;,2;7;36;34;42;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)",,,0.004;0.004;0.006;0.004;0.004;,0.004;0.004;0.006;0.004;0.004;,
,49,1,23,0,22,1->23,0,1,,,0,auto,am,273.2906,0.0293,0.0356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0356,0.0356,0.0170,0.0106,1;3;12;13;24;23;,2;7;37;39;76;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)",,,0.004;0.004;0.003;0.004;0.002;,0.004;0.004;0.003;0.004;0.002;,
,50,1,24,0,23,1->24,0,1,,,0,auto,am,100.0000,0.0000,0.0303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0303,0.0303,0.0150,0.0093,1;3;12;13;24;,2;7;37;39;,"LINESTRING (-96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)",,,0.004;0.004;0.003;0.004;,0.004;0.004;0.003;0.004;,
,51,2,3,1,2,2->3,0,1,,,0,auto,am,100.0000,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0100,0.0100,0.0100,0.0062,2;1;3;,3;2;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,,0.006;0.004;,0.006;0.004;,
,52,2,4,1,3,2->4,1,2,,,0,auto,am,180.8082,0.0299,0.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0145,0.0145,0.0140,0.0087,2;1;3;4;,3;2;6;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654)",,,0.006;0.004;0.004;,0.006;0.004;0.004;,
,53,2,4,1,3,2->4,0,1,,,0,auto,am,19.1918,0.0299,0.0191,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0191,0.0191,0.0110,0.0068,2;6;5;4;,4;15;11;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,,0.005;0.004;0.002;,0.005;0.004;0.002;,
,54,2,5,1,4,2->5,1,2,,,0,auto,am,54.9861,0.0093,0.0170,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0170,0.0170,0.0160,0.0099,2;1;3;4;5;,3;2;6;9;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034)",,,0.006;0.004;0.004;0.002;,0.006;0.004;0.004;0.002;,
,55,2,5,1,4,2->5,0,1,,,0,auto,am,45.0139,0.0093,0.0166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0166,0.0166,0.0090,0.0056,2;6;5;,4;15;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034)",,,0.005;0.004;,0.005;0.004;,
,56,2,7,1,6,2->7,0,1,,,0,auto,am,175.2771,0.0678,0.0318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0318,0.0318,0.0100,0.0062,2;6;8;7;,4;16;20;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844)",,,0.005;0.002;0.003;,0.005;0.002;0.003;,
,57,2,7,1,6,2->7,1,2,,,0,auto,am,16.5251,0.0678,0.0539,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0539,0.0539,0.0340,0.0211,2;1;3;4;5;9;8;7;,3;2;6;9;13;24;20;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844)",,,0.006;0.004;0.004;0.002;0.005;0.010;0.003;,0.006;0.004;0.004;0.002;0.005;0.010;0.003;,
,58,2,7,1,6,2->7,2,3,,,0,auto,am,8.1978,0.0678,0.0417,0.0102,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0417,0.0417,0.0170,0.0106,2;6;8;16;18;7;,4;16;22;50;54;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,,0.005;0.002;0.005;0.003;0.002;,0.005;0.002;0.005;0.003;0.002;,
,59,2,8,1,7,2->8,0,1,,,0,auto,am,366.9497,0.0708,0.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,3,0,0,0.0,0.0245,0.0245,0.0070,0.0044,2;6;8;,4;16;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324)",,,0.005;0.002;,0.005;0.002;,
,60,2,8,1,7,2->8,1,2,,,0,auto,am,33.0503,0.0708,0.0465,0.0216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0465,0.0465,0.0310,0.0193,2;1;3;4;5;9;8;,3;2;6;9;13;24;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324)",,,0.006;0.004;0.004;0.002;0.005;0.010;,0.006;0.004;0.004;0.002;0.005;0.010;,
,61,2,9,1,8,2->9,1,2,,,0,auto,am,109.9722,0.0317,0.0286,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0286,0.0286,0.0210,0.0131,2;1;3;4;5;9;,3;2;6;9;13;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596)",,,0.006;0.004;0.004;0.002;0.005;,0.006;0.004;0.004;0.002;0.005;,
,62,2,9,1,8,2->9,0,1,,,0,auto,am,83.5582,0.0317,0.0283,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0283,0.0283,0.0140,0.0087,2;6;5;9;,4;15;13;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)",,,0.005;0.004;0.005;,0.005;0.004;0.005;,
,63,2,9,1,8,2->9,2,3,,,0,auto,am,6.4696,0.0317,0.0474,0.0201,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0474,0.0474,0.0280,0.0174,2;1;3;12;11;10;9;,3;2;7;36;32;26;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271, -96.731241 43.548596)",,,0.006;0.004;0.004;0.006;0.005;0.003;,0.006;0.004;0.004;0.006;0.005;0.003;,
,64,2,10,1,9,2->10,1,2,,,0,auto,am,329.9165,0.0800,0.0357,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0357,0.0357,0.0240,0.0149,2;1;3;4;5;9;10;,3;2;6;9;13;25;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,,0.006;0.004;0.004;0.002;0.005;0.003;,0.006;0.004;0.004;0.002;0.005;0.003;,
,65,2,10,1,9,2->10,2,3,,,0,auto,am,167.5857,0.0800,0.0354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0354,0.0354,0.0170,0.0106,2;6;5;9;10;,4;15;13;25;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271)",,,0.005;0.004;0.005;0.003;,0.005;0.004;0.005;0.003;,
,66,2,10,1,9,2->10,3,4,,,0,auto,am,56.6039,0.0800,0.0404,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0404,0.0404,0.0250,0.0155,2;1;3;12;11;10;,3;2;7;36;32;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.731438 43.545271)",,,0.006;0.004;0.004;0.006;0.005;,0.006;0.004;0.004;0.006;0.005;,
,67,2,10,1,9,2->10,0,1,,,0,auto,am,45.8939,0.0800,0.0631,0.0280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.1,0.0631,0.0631,0.0160,0.0099,2;6;8;16;10;,4;16;22;48;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.731438 43.545271)",,,0.005;0.002;0.005;0.004;,0.005;0.002;0.005;0.004;,
,68,2,11,1,10,2->11,1,2,,,0,auto,am,141.6930,0.0534,0.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0240,0.0240,0.0200,0.0124,2;1;3;4;11;,3;2;6;10;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131)",,,0.006;0.004;0.004;0.006;,0.006;0.004;0.004;0.006;,
,69,2,11,1,10,2->11,0,1,,,0,auto,am,19.1918,0.0534,0.0286,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0286,0.0286,0.0170,0.0106,2;6;5;4;11;,4;15;11;10;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)",,,0.005;0.004;0.002;0.006;,0.005;0.004;0.002;0.006;,
,70,2,11,1,10,2->11,2,3,,,0,auto,am,39.1152,0.0534,0.0282,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0282,0.0282,0.0200,0.0124,2;1;3;12;11;,3;2;7;36;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)",,,0.006;0.004;0.004;0.006;,0.006;0.004;0.004;0.006;,
,71,2,12,1,11,2->12,0,1,,,0,auto,am,100.0000,0.0000,0.0141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0141,0.0141,0.0140,0.0087,2;1;3;12;,3;2;7;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,,0.006;0.004;0.004;,0.006;0.004;0.004;,
,72,2,13,1,12,2->13,0,1,,,0,auto,am,300.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0172,0.0172,0.0170,0.0106,2;1;3;12;13;,3;2;7;37;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,,0.006;0.004;0.004;0.003;,0.006;0.004;0.004;0.003;,
,73,2,14,1,13,2->14,3,4,,,0,auto,am,41.8432,0.1224,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0382,0.0382,0.0240,0.0149,2;1;3;4;11;14;,3;2;6;10;34;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",,,0.006;0.004;0.004;0.006;0.004;,0.006;0.004;0.004;0.006;0.004;,
,74,2,14,1,13,2->14,0,1,,,0,auto,am,9.5959,0.1224,0.0428,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0428,0.0428,0.0210,0.0131,2;6;5;4;11;14;,4;15;11;10;34;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306)",,,0.005;0.004;0.002;0.006;0.004;,0.005;0.004;0.002;0.006;0.004;,
,75,2,14,1,13,2->14,2,3,,,0,auto,am,14.5576,0.1224,0.0425,0.0047,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0425,0.0425,0.0240,0.0149,2;1;3;12;11;14;,3;2;7;36;34;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306)",,,0.006;0.004;0.004;0.006;0.004;,0.006;0.004;0.004;0.006;0.004;,
,76,2,14,1,13,2->14,1,2,,,0,auto,am,34.0033,0.1224,0.0512,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0512,0.0512,0.0270,0.0168,2;1;3;12;13;24;23;14;,3;2;7;37;39;76;71;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.751035 43.529306)",,,0.006;0.004;0.004;0.003;0.004;0.002;0.004;,0.006;0.004;0.004;0.003;0.004;0.002;0.004;,
,77,2,15,1,14,2->15,1,2,,,0,auto,am,54.9861,0.0514,0.0502,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0502,0.0502,0.0300,0.0186,2;1;3;4;5;9;10;15;,3;2;6;9;13;25;28;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,,0.006;0.004;0.004;0.002;0.005;0.003;0.006;,0.006;0.004;0.004;0.002;0.005;0.003;0.006;,
,78,2,15,1,14,2->15,4,5,,,0,auto,am,23.1981,0.0514,0.0499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0499,0.0499,0.0230,0.0143,2;6;5;9;10;15;,4;15;13;25;28;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,,0.005;0.004;0.005;0.003;0.006;,0.005;0.004;0.005;0.003;0.006;,
,79,2,15,1,14,2->15,3,4,,,0,auto,am,4.2255,0.0514,0.0557,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0557,0.0557,0.0290,0.0180,2;1;3;12;11;14;15;,3;2;7;36;34;41;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.731504 43.529401)"
,80,2,15,1,14,2->15,0,1,,,0,auto,am,13.9634,0.0514,0.0601,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0601,0.0601,0.0190,0.0118,2;6;8;16;17;19;15;,4;16;22;49;53;57;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,,0.005;0.002;0.005;0.002;0.002;0.003;,0.005;0.002;0.005;0.002;0.002;0.003;,
,81,2,15,1,14,2->15,2,3,,,0,auto,am,3.6269,0.0514,0.0647,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0647,0.0647,0.0270,0.0168,2;6;8;7;18;20;21;22;15;,4;16;20;18;56;62;65;67;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)"
,82,2,16,1,15,2->16,0,1,,,0,auto,am,283.1253,0.0563,0.0361,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,4,0,0,0.0,0.0361,0.0361,0.0120,0.0075,2;6;8;16;,4;16;22;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)",,,0.005;0.002;0.005;,0.005;0.002;0.005;,
,83,2,16,1,15,2->16,2,3,,,0,auto,am,83.9552,0.0563,0.0374,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0374,0.0374,0.0150,0.0093,2;6;8;7;18;16;,4;16;20;18;55;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.005;0.002;0.003;0.002;0.003;,0.005;0.002;0.003;0.002;0.003;,
,84,2,16,1,15,2->16,1,2,,,0,auto,am,32.9196,0.0563,0.0595,0.0226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0595,0.0595,0.0390,0.0242,2;1;3;4;5;9;8;7;18;16;,3;2;6;9;13;24;20;18;55;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,,0.006;0.004;0.004;0.002;0.005;0.010;0.003;0.002;0.003;,0.006;0.004;0.004;0.002;0.005;0.010;0.003;0.002;0.003;,
,85,2,17,1,16,2->17,1,2,,,0,auto,am,49.4559,0.0250,0.0520,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,8,0,0,0.1,0.0520,0.0520,0.0320,0.0199,2;1;3;4;5;9;10;17;,3;2;6;9;13;25;30;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,,0.006;0.004;0.004;0.002;0.005;0.003;0.008;,0.006;0.004;0.004;0.002;0.005;0.003;0.008;,
,86,2,17,1,16,2->17,2,3,,,0,auto,am,9.4838,0.0250,0.0516,0.0040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0516,0.0516,0.0250,0.0155,2;6;5;9;10;17;,4;15;13;25;30;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,,0.005;0.004;0.005;0.003;0.008;,0.005;0.004;0.005;0.003;0.008;,
,87,2,17,1,16,2->17,0,1,,,0,auto,am,141.0603,0.0250,0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,5,0,0,0.0,0.0472,0.0472,0.0140,0.0087,2;6;8;16;17;,4;16;22;49;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,,0.005;0.002;0.005;0.002;,0.005;0.002;0.005;0.002;,
,88,2,19,1,18,2->19,1,2,,,0,auto,am,19.8123,0.0568,0.0549,0.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,9,0,0,0.1,0.0549,0.0549,0.0330,0.0205,2;1;3;4;5;9;10;15;19;,3;2;6;9;13;25;28;45;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)",,,0.006;0.004;0.004;0.002;0.005;0.003;0.006;0.003;,0.006;0.004;0.004;0.002;0.005;0.003;0.006;0.003;,
,89,2,19,1,18,2->19,5,6,,,0,auto,am,4.8263,0.0568,0.0545,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0545,0.0545,0.0260,0.0162,2;6;5;9;10;15;19;,4;15;13;25;28;45;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)"
,90,2,19,1,18,2->19,0,1,,,0,auto,am,24.5877,0.0568,0.0554,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.1,0.0554,0.0554,0.0160,0.0099,2;6;8;16;17;19;,4;16;22;49;53;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,,0.005;0.002;0.005;0.002;0.002;,0.005;0.002;0.005;0.002;0.002;,
,91,2,19,1,18,2->19,3,4,,,0,auto,am,42.8755,0.0568,0.0505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0505,0.0505,0.0200,0.0124,2;6;8;7;18;20;19;,4;16;20;18;56;61;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,,0.005;0.002;0.003;0.002;0.004;0.004;,0.005;0.002;0.003;0.002;0.004;0.004;,
,92,2,19,1,18,2->19,4,5,,,0,auto,am,4.4451,0.0568,0.0562,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.1,0.0562,0.0562,0.0230,0.0143,2;6;8;16;18;20;19;,4;16;22;50;56;61;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)"
,93,2,19,1,18,2->19,2,3,,,0,auto,am,3.4532,0.0568,0.0694,0.0189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0694,0.0694,0.0300,0.0186,2;6;8;7;18;20;21;22;15;19;,4;16;20;18;56;62;65;67;45;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)"
,94,2,20,1,19,2->20,0,1,,,0,auto,am,78.0164,0.0789,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0382,0.0382,0.0160,0.0099,2;6;8;7;18;20;,4;16;20;18;56;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,,0.005;0.002;0.003;0.002;0.004;,0.005;0.002;0.003;0.002;0.004;,
,95,2,20,1,19,2->20,2,3,,,0,auto,am,14.4451,0.0789,0.0439,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,6,0,0,0.0,0.0439,0.0439,0.0190,0.0118,2;6;8;16;18;20;,4;16;22;50;56;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)",,,0.005;0.002;0.005;0.003;0.004;,0.005;0.002;0.005;0.003;0.004;,
,96,2,20,1,19,2->20,1,2,,,0,auto,am,7.5385,0.0789,0.0671,0.0291,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,10,0,0,0.1,0.0671,0.0671,0.0370,0.0230,2;1;3;4;5;9;10;15;19;20;,3;2;6;9;13;25;28;45;59;,"LINESTRING (-96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.747168 43.563654, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)",,,0.006;0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;,0.006;0.004;0.004;0.002;0.005;0.003;0.006;0.003;0.004;,
,97,2,22,1,21,2->22,0,1,,,0,auto,am,32.7732,0.0672,0.0492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,0,0,0,0.0,7,0,0,0.0,0.0492,0.0492,0.0210,0.0131,2;6;8;7;18;20;22;,4;16;20;18;56;63;,"LINESTRING (-96.711251 43.605813, -96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,,0.005;0.002;0.003;0.002;0.004;0.005;,0.005;0.002;0.003;0.002;0.004;0.005;,
