od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,path_FF_travel_time_min,distance_km,distance_mile,OD0,OD1,OD2,OD3,OD4,
209,2,50,1,47,6,18,p,AM,27.04,1,15.2783,24.5829,15.2783,0.000000,0.000000,0.000000,0.000000,0.000000,
210,2,51,1,48,6,6,p,AM,14.45,1,11.2032,18.0260,11.2033,0.000000,0.000000,0.000000,0.000000,0.000000,
211,2,52,1,49,6,6,p,AM,102.54,1,7.6881,12.3701,7.6881,0.000000,0.000000,0.000000,0.000000,0.000000,
212,2,53,1,50,6,6,p,AM,95.08,1,8.3046,13.3621,8.3046,0.000000,0.000000,0.000000,0.000000,0.000000,
213,2,56,1,51,6,5,p,AM,0.17,1,28.6665,46.1244,28.6665,0.000000,0.000000,0.000000,0.000000,0.000000,
214,2,58,1,52,6,5,p,AM,10.26,1,27.2688,43.8755,27.2688,0.000000,0.000000,0.000000,0.000000,0.000000,
215,2,59,1,53,6,5,p,AM,1.91,1,30.1384,48.4926,30.1384,0.000000,0.000000,0.000000,0.000000,0.000000,
216,2,60,1,54,6,5,p,AM,1.45,1,22.9241,36.8848,22.9241,0.000000,0.000000,0.000000,0.000000,0.000000,
217,2,61,1,55,6,5,p,AM,0.60,1,25.7937,41.5020,25.7937,0.000000,0.000000,0.000000,0.000000,0.000000,
218,2,62,1,56,6,5,p,AM,6.28,1,19.3600,31.1503,19.3600,0.000000,0.000000,0.000000,0.000000,0.000000,
219,2,63,1,57,6,5,p,AM,8.31,1,22.2937,35.8706,22.2937,0.000000,0.000000,0.000000,0.000000,0.000000,
220,2,64,1,58,6,5,p,AM,46.74,1,17.0463,27.4275,17.0463,0.000000,0.000000,0.000000,0.000000,0.000000,
221,2,65,1,59,6,5,p,AM,4.26,1,19.7920,31.8453,19.7920,0.000000,0.000000,0.000000,0.000000,0.000000,
222,2,66,1,60,6,7,p,AM,49.29,1,12.5771,20.2365,12.5771,0.000000,0.000000,0.000000,0.000000,0.000000,
223,2,67,1,61,6,7,p,AM,19.56,1,16.4924,26.5362,16.4924,0.000000,0.000000,0.000000,0.000000,0.000000,
224,2,68,1,62,6,7,p,AM,85.35,1,10.2591,16.5068,10.2591,0.000000,0.000000,0.000000,0.000000,0.000000,
225,2,69,1,63,6,7,p,AM,57.55,1,14.1126,22.7071,14.1126,0.000000,0.000000,0.000000,0.000000,0.000000,
226,2,70,1,64,6,6,p,AM,222.50,1,5.5732,8.9673,5.5732,0.000000,0.000000,0.000000,0.000000,0.000000,
227,2,71,1,65,6,6,p,AM,121.59,1,9.2617,14.9020,9.2617,0.000000,0.000000,0.000000,0.000000,0.000000,
228,2,72,1,66,6,6,p,AM,737.68,1,3.6783,5.9184,3.6783,0.000000,0.000000,0.000000,0.000000,0.000000,
229,2,73,1,67,6,6,p,AM,425.83,1,7.2477,11.6616,7.2477,0.000000,0.000000,0.000000,0.000000,0.000000,
230,2,74,1,68,6,6,p,AM,191.45,1,6.0498,9.7342,6.0498,0.000000,0.000000,0.000000,0.000000,0.000000,
231,2,75,1,69,6,6,p,AM,109.11,1,4.6468,7.4767,4.6468,0.000000,0.000000,0.000000,0.000000,0.000000,
232,2,76,1,70,6,7,p,AM,75.72,1,10.9635,17.6403,10.9635,0.000000,0.000000,0.000000,0.000000,0.000000,
233,2,77,1,71,6,7,p,AM,43.19,1,16.5024,26.5524,16.5024,0.000000,0.000000,0.000000,0.000000,0.000000,
234,2,78,1,72,6,8,p,AM,62.02,1,13.5586,21.8158,13.5586,0.000000,0.000000,0.000000,0.000000,0.000000,
235,2,79,1,73,6,8,p,AM,67.21,1,9.0752,14.6021,9.0752,0.000000,0.000000,0.000000,0.000000,0.000000,
236,2,80,1,74,6,8,p,AM,32.67,1,16.2488,26.1444,16.2488,0.000000,0.000000,0.000000,0.000000,0.000000,
237,2,81,1,75,6,7,p,AM,16.12,1,19.5531,31.4609,19.5531,0.000000,0.000000,0.000000,0.000000,0.000000,
238,2,82,1,76,6,9,p,AM,11.27,1,20.9126,33.6484,20.9126,0.000000,0.000000,0.000000,0.000000,0.000000,
239,2,83,1,77,6,15,p,AM,3.33,1,23.7855,38.2708,23.7855,0.000000,0.000000,0.000000,0.000000,0.000000,
240,2,84,1,78,6,1,p,AM,17.89,1,14.2938,22.9987,14.2938,0.000000,0.000000,0.000000,0.000000,0.000000,
241,2,85,1,79,6,9,p,AM,18.50,1,17.8016,28.6428,17.8016,0.000000,0.000000,0.000000,0.000000,0.000000,
242,2,86,1,80,6,9,p,AM,4.00,1,24.8751,40.0240,24.8751,0.000000,0.000000,0.000000,0.000000,0.000000,
243,2,87,1,81,6,9,p,AM,1.52,1,27.8056,44.7392,27.8056,0.000000,0.000000,0.000000,0.000000,0.000000,
244,2,88,1,82,6,9,p,AM,1.47,1,25.4221,40.9042,25.4221,0.000000,0.000000,0.000000,0.000000,0.000000,
245,2,89,1,83,6,10,p,AM,0.28,1,28.3527,45.6194,28.3527,0.000000,0.000000,0.000000,0.000000,0.000000,
246,2,90,1,84,6,9,p,AM,1.21,1,20.0010,32.1817,20.0010,0.000000,0.000000,0.000000,0.000000,0.000000,
247,2,91,1,85,6,9,p,AM,3.08,1,23.7918,38.2810,23.7918,0.000000,0.000000,0.000000,0.000000,0.000000,
248,2,92,1,86,6,17,p,AM,0.04,1,36.7617,59.1495,36.7617,0.000000,0.000000,0.000000,0.000000,0.000000,
249,2,93,1,87,6,10,p,AM,0.25,1,28.6085,46.0311,28.6085,0.000000,0.000000,0.000000,0.000000,0.000000,
250,2,94,1,88,6,10,p,AM,0.03,1,31.2832,50.3347,31.2832,0.000000,0.000000,0.000000,0.000000,0.000000,
251,2,95,1,89,6,10,p,AM,0.07,1,31.6591,50.9396,31.6591,0.000000,0.000000,0.000000,0.000000,0.000000,
252,2,96,1,90,6,10,p,AM,0.02,1,34.2137,55.0499,34.2137,0.000000,0.000000,0.000000,0.000000,0.000000,
253,2,97,1,91,6,11,p,AM,1.49,1,23.3135,37.5114,23.3135,0.000000,0.000000,0.000000,0.000000,0.000000,
254,2,98,1,92,6,11,p,AM,1.41,1,26.6614,42.8982,26.6614,0.000000,0.000000,0.000000,0.000000,0.000000,
255,2,99,1,93,6,11,p,AM,0.18,1,28.2480,45.4510,28.2480,0.000000,0.000000,0.000000,0.000000,0.000000,
256,2,100,1,94,6,11,p,AM,0.09,1,29.6510,47.7085,29.6510,0.000000,0.000000,0.000000,0.000000,0.000000,
257,2,101,1,95,6,11,p,AM,1.20,1,27.5280,44.2925,27.5280,0.000000,0.000000,0.000000,0.000000,0.000000,
258,2,102,1,96,6,12,p,AM,0.04,1,34.6488,55.7499,34.6488,0.000000,0.000000,0.000000,0.000000,0.000000,
259,2,103,1,97,6,12,p,AM,0.03,1,37.2662,59.9613,37.2662,0.000000,0.000000,0.000000,0.000000,0.000000,
260,2,104,1,98,6,12,p,AM,0.03,1,37.5825,60.4702,37.5825,0.000000,0.000000,0.000000,0.000000,0.000000,
261,2,106,1,99,6,11,p,AM,1.12,1,30.6301,49.2838,30.6301,0.000000,0.000000,0.000000,0.000000,0.000000,
262,2,107,1,100,6,11,p,AM,1.05,1,32.5816,52.4237,32.5816,0.000000,0.000000,0.000000,0.000000,0.000000,
263,2,108,1,101,6,11,p,AM,0.09,1,34.0804,54.8354,34.0804,0.000000,0.000000,0.000000,0.000000,0.000000,
264,2,109,1,102,6,11,p,AM,0.06,1,35.6950,57.4332,35.6950,0.000000,0.000000,0.000000,0.000000,0.000000,
265,2,110,1,103,6,13,p,AM,1.12,1,28.7530,46.2637,28.7530,0.000000,0.000000,0.000000,0.000000,0.000000,
266,2,111,1,104,6,11,p,AM,0.20,1,29.7078,47.7999,29.7078,0.000000,0.000000,0.000000,0.000000,0.000000,
267,2,112,1,105,6,13,p,AM,0.09,1,31.8037,51.1721,31.8037,0.000000,0.000000,0.000000,0.000000,0.000000,
268,2,113,1,106,6,13,p,AM,1.08,1,32.8804,52.9046,32.8804,0.000000,0.000000,0.000000,0.000000,0.000000,
269,2,114,1,107,6,13,p,AM,0.03,1,30.3987,48.9115,30.3987,0.000000,0.000000,0.000000,0.000000,0.000000,
270,2,115,1,108,6,13,p,AM,0.06,1,33.3883,53.7218,33.3883,0.000000,0.000000,0.000000,0.000000,0.000000,
271,2,116,1,109,6,14,p,AM,0.03,1,45.3126,72.9079,45.3126,0.000000,0.000000,0.000000,0.000000,0.000000,
272,2,118,1,110,6,14,p,AM,0.03,1,48.4204,77.9084,48.4204,0.000000,0.000000,0.000000,0.000000,0.000000,
273,2,121,1,111,6,14,p,AM,0.02,1,41.3832,66.5856,41.3832,0.000000,0.000000,0.000000,0.000000,0.000000,
274,2,123,1,112,6,14,p,AM,2.02,1,44.3119,71.2978,44.3119,0.000000,0.000000,0.000000,0.000000,0.000000,
275,2,125,1,113,6,5,p,AM,0.05,1,33.5174,53.9295,33.5174,0.000000,0.000000,0.000000,0.000000,0.000000,
276,2,127,1,114,6,15,p,AM,0.06,1,37.6870,60.6384,37.6870,0.000000,0.000000,0.000000,0.000000,0.000000,
277,2,129,1,115,6,5,p,AM,0.87,1,27.7801,44.6981,27.7801,0.000000,0.000000,0.000000,0.000000,0.000000,
278,2,130,1,116,6,5,p,AM,0.17,1,30.5278,49.1192,30.5278,0.000000,0.000000,0.000000,0.000000,0.000000,
279,2,131,1,117,6,5,p,AM,0.73,1,31.9465,51.4020,31.9465,0.000000,0.000000,0.000000,0.000000,0.000000,
280,2,132,1,118,6,15,p,AM,2.36,1,34.8194,56.0244,34.8194,0.000000,0.000000,0.000000,0.000000,0.000000,
281,2,133,1,119,6,5,p,AM,11.62,1,22.4304,36.0905,22.4304,0.000000,0.000000,0.000000,0.000000,0.000000,
282,2,134,1,120,6,5,p,AM,5.10,1,24.6264,39.6239,24.6264,0.000000,0.000000,0.000000,0.000000,0.000000,
283,2,135,1,121,6,7,p,AM,10.20,1,19.3798,31.1821,19.3798,0.000000,0.000000,0.000000,0.000000,0.000000,
284,2,136,1,122,6,15,p,AM,7.88,1,28.9214,46.5345,28.9214,0.000000,0.000000,0.000000,0.000000,0.000000,
285,2,137,1,123,6,16,p,AM,0.09,1,34.0778,54.8311,34.0778,0.000000,0.000000,0.000000,0.000000,0.000000,
286,2,141,1,124,6,15,p,AM,0.85,1,28.2745,45.4937,28.2745,0.000000,0.000000,0.000000,0.000000,0.000000,
287,2,142,1,125,6,15,p,AM,1.68,1,31.0832,50.0128,31.0832,0.000000,0.000000,0.000000,0.000000,0.000000,
288,2,143,1,126,6,15,p,AM,0.47,1,31.4472,50.5985,31.4472,0.000000,0.000000,0.000000,0.000000,0.000000,
289,2,144,1,127,6,16,p,AM,0.12,1,34.2591,55.1229,34.2591,0.000000,0.000000,0.000000,0.000000,0.000000,
290,2,145,1,128,6,15,p,AM,7.57,1,22.2468,35.7951,22.2468,0.000000,0.000000,0.000000,0.000000,0.000000,
291,2,146,1,129,6,15,p,AM,3.52,1,24.9979,40.2216,24.9979,0.000000,0.000000,0.000000,0.000000,0.000000,
292,2,147,1,130,6,15,p,AM,12.15,1,26.9879,43.4236,26.9879,0.000000,0.000000,0.000000,0.000000,0.000000,
293,2,148,1,131,6,15,p,AM,5.94,1,27.9265,44.9338,27.9265,0.000000,0.000000,0.000000,0.000000,0.000000,
294,2,149,1,132,6,19,p,AM,1.24,1,40.4308,65.0532,40.4308,0.000000,0.000000,0.000000,0.000000,0.000000,
295,2,153,1,133,6,16,p,AM,0.63,1,34.5588,55.6051,34.5588,0.000000,0.000000,0.000000,0.000000,0.000000,
296,2,154,1,134,6,16,p,AM,1.49,1,37.4393,60.2398,37.4393,0.000000,0.000000,0.000000,0.000000,0.000000,
297,2,155,1,135,6,16,p,AM,0.15,1,37.4450,60.2491,37.4450,0.000000,0.000000,0.000000,0.000000,0.000000,
298,2,156,1,136,6,19,p,AM,0.09,1,40.3179,64.8715,40.3179,0.000000,0.000000,0.000000,0.000000,0.000000,
299,2,157,1,137,6,15,p,AM,2.37,1,31.0906,50.0247,31.0906,0.000000,0.000000,0.000000,0.000000,0.000000,
300,2,158,1,138,6,15,p,AM,0.67,1,32.8093,52.7902,32.8093,0.000000,0.000000,0.000000,0.000000,0.000000,
301,2,159,1,139,6,17,p,AM,1.52,1,31.2807,50.3306,31.2807,0.000000,0.000000,0.000000,0.000000,0.000000,
302,2,160,1,140,6,17,p,AM,0.20,1,34.2112,55.0458,34.2112,0.000000,0.000000,0.000000,0.000000,0.000000,
303,2,161,1,141,6,17,p,AM,0.15,1,40.0039,64.3662,40.0039,0.000000,0.000000,0.000000,0.000000,0.000000,
304,2,170,1,142,6,5,p,AM,0.22,1,38.9865,62.7292,38.9865,0.000000,0.000000,0.000000,0.000000,0.000000,
305,2,190,1,143,6,19,p,AM,1.03,1,49.1654,79.1071,49.1654,0.000000,0.000000,0.000000,0.000000,0.000000,
306,2,191,1,144,6,19,p,AM,0.02,1,60.1396,96.7646,60.1396,0.000000,0.000000,0.000000,0.000000,0.000000,
307,2,210,1,145,6,18,p,AM,1.33,1,27.9016,44.8936,27.9016,0.000000,0.000000,0.000000,0.000000,0.000000,
308,2,219,1,146,6,18,p,AM,0.43,1,28.9870,46.6401,28.9870,0.000000,0.000000,0.000000,0.000000,0.000000,
309,2,220,1,147,6,18,p,AM,0.46,1,24.8297,39.9510,24.8297,0.000000,0.000000,0.000000,0.000000,0.000000,
310,2,221,1,148,6,18,p,AM,2.82,1,21.7578,35.0083,21.7578,0.000000,0.000000,0.000000,0.000000,0.000000,
311,2,229,1,149,6,18,p,AM,2.82,1,24.3070,39.1099,24.3070,0.000000,0.000000,0.000000,0.000000,0.000000,
312,2,230,1,150,6,18,p,AM,2.00,1,27.2356,43.8221,27.2356,0.000000,0.000000,0.000000,0.000000,0.000000,
313,2,231,1,151,6,18,p,AM,3.08,1,18.8070,30.2605,18.8070,0.000000,0.000000,0.000000,0.000000,0.000000,
314,2,232,1,152,6,18,p,AM,14.18,1,15.3391,24.6806,15.3391,0.000000,0.000000,0.000000,0.000000,0.000000,
315,2,233,1,153,6,18,p,AM,10.02,1,18.2728,29.4010,18.2728,0.000000,0.000000,0.000000,0.000000,0.000000,
316,2,267,1,154,6,16,p,AM,0.06,1,44.6007,71.7625,44.6007,0.000000,0.000000,0.000000,0.000000,0.000000,
317,2,268,1,155,6,19,p,AM,0.02,1,47.6561,76.6787,47.6561,0.000000,0.000000,0.000000,0.000000,0.000000,
318,2,269,1,156,6,19,p,AM,0.02,1,41.1541,66.2169,41.1541,0.000000,0.000000,0.000000,0.000000,0.000000,
319,2,279,1,157,6,12,p,AM,0.01,1,39.7958,64.0314,39.7958,0.000000,0.000000,0.000000,0.000000,0.000000,
320,2,287,1,158,6,20,p,AM,0.01,1,49.9413,80.3555,49.9413,0.000000,0.000000,0.000000,0.000000,0.000000,
321,2,288,1,159,6,20,p,AM,0.01,1,53.1145,85.4612,53.1145,0.000000,0.000000,0.000000,0.000000,0.000000,
322,2,356,1,160,6,13,p,AM,0.51,1,33.8125,54.4043,33.8125,0.000000,0.000000,0.000000,0.000000,0.000000,
323,2,357,1,161,6,21,p,AM,0.13,1,39.7943,64.0291,39.7943,0.000000,0.000000,0.000000,0.000000,0.000000,
324,3,1,2,0,2,6,p,AM,344.35,1,4.1075,6.6089,4.1075,0.000000,0.000000,0.000000,0.000000,0.000000,
325,3,2,2,1,2,6,p,AM,283.96,1,5.4453,8.7615,5.4453,0.000000,0.000000,0.000000,0.000000,0.000000,
326,3,4,2,3,2,2,p,AM,785.32,1,3.2996,5.3090,3.2996,0.000000,0.000000,0.000000,0.000000,0.000000,
327,3,5,2,4,2,2,p,AM,1434.07,1,4.8357,7.7807,4.8357,0.000000,0.000000,0.000000,0.000000,0.000000,
328,3,6,2,5,2,1,p,AM,205.10,1,6.5652,10.5634,6.5652,0.000000,0.000000,0.000000,0.000000,0.000000,
329,3,7,2,6,2,1,p,AM,419.90,1,5.1458,8.2795,5.1458,0.000000,0.000000,0.000000,0.000000,0.000000,
330,3,8,2,7,2,8,p,AM,108.55,1,9.6355,15.5035,9.6355,0.000000,0.000000,0.000000,0.000000,0.000000,
331,3,9,2,8,2,8,p,AM,63.84,1,11.6160,18.6902,11.6160,0.000000,0.000000,0.000000,0.000000,0.000000,
332,3,10,2,9,2,1,p,AM,260.09,1,8.5526,13.7612,8.5526,0.000000,0.000000,0.000000,0.000000,0.000000,
333,3,11,2,10,2,1,p,AM,77.65,1,11.4222,18.3784,11.4222,0.000000,0.000000,0.000000,0.000000,0.000000,
334,3,12,2,11,2,2,p,AM,107.97,1,7.9060,12.7207,7.9060,0.000000,0.000000,0.000000,0.000000,0.000000,
335,3,13,2,12,2,2,p,AM,111.07,1,12.0664,19.4148,12.0664,0.000000,0.000000,0.000000,0.000000,0.000000,
336,3,14,2,13,2,2,p,AM,471.90,1,5.9190,9.5237,5.9190,0.000000,0.000000,0.000000,0.000000,0.000000,
337,3,15,2,14,2,2,p,AM,268.27,1,8.3780,13.4802,8.3780,0.000000,0.000000,0.000000,0.000000,0.000000,
338,3,16,2,15,2,3,p,AM,474.02,1,9.4320,15.1762,9.4320,0.000000,0.000000,0.000000,0.000000,0.000000,
339,3,17,2,16,2,3,p,AM,1200.94,1,7.0562,11.3534,7.0562,0.000000,0.000000,0.000000,0.000000,0.000000,
340,3,18,2,17,2,3,p,AM,585.87,1,8.5652,13.7815,8.5652,0.000000,0.000000,0.000000,0.000000,0.000000,
341,3,19,2,18,2,3,p,AM,112.76,1,10.0494,16.1695,10.0494,0.000000,0.000000,0.000000,0.000000,0.000000,
342,3,20,2,19,2,3,p,AM,50.19,1,14.2048,22.8556,14.2048,0.000000,0.000000,0.000000,0.000000,0.000000,
343,3,21,2,20,2,3,p,AM,63.36,1,10.9011,17.5399,10.9011,0.000000,0.000000,0.000000,0.000000,0.000000,
344,3,22,2,21,2,3,p,AM,79.89,1,11.5854,18.6408,11.5854,0.000000,0.000000,0.000000,0.000000,0.000000,
345,3,23,2,22,2,3,p,AM,147.34,1,13.0884,21.0593,13.0884,0.000000,0.000000,0.000000,0.000000,0.000000,
346,3,24,2,23,2,9,p,AM,43.13,1,15.7291,25.3081,15.7291,0.000000,0.000000,0.000000,0.000000,0.000000,
347,3,25,2,24,2,9,p,AM,24.64,1,19.1794,30.8596,19.1794,0.000000,0.000000,0.000000,0.000000,0.000000,
348,3,26,2,25,2,9,p,AM,50.52,1,16.8069,27.0423,16.8069,0.000000,0.000000,0.000000,0.000000,0.000000,
349,3,27,2,26,2,4,p,AM,35.35,1,16.1439,25.9756,16.1439,0.000000,0.000000,0.000000,0.000000,0.000000,
350,3,28,2,27,2,4,p,AM,118.17,1,13.6432,21.9518,13.6431,0.000000,0.000000,0.000000,0.000000,0.000000,
351,3,29,2,28,2,4,p,AM,93.88,1,16.5743,26.6681,16.5743,0.000000,0.000000,0.000000,0.000000,0.000000,
352,3,30,2,29,2,11,p,AM,10.57,1,19.1867,30.8714,19.1867,0.000000,0.000000,0.000000,0.000000,0.000000,
353,3,31,2,30,2,4,p,AM,12.77,1,19.0821,30.7030,19.0821,0.000000,0.000000,0.000000,0.000000,0.000000,
354,3,32,2,31,2,11,p,AM,10.30,1,22.6293,36.4105,22.6293,0.000000,0.000000,0.000000,0.000000,0.000000,
355,3,33,2,32,2,11,p,AM,9.26,1,22.7915,36.6715,22.7915,0.000000,0.000000,0.000000,0.000000,0.000000,
356,3,34,2,33,2,4,p,AM,20.01,1,20.2287,32.5480,20.2287,0.000000,0.000000,0.000000,0.000000,0.000000,
357,3,35,2,34,2,4,p,AM,18.94,1,19.1980,30.8896,19.1980,0.000000,0.000000,0.000000,0.000000,0.000000,
358,3,36,2,35,2,4,p,AM,20.08,1,23.8571,38.3860,23.8571,0.000000,0.000000,0.000000,0.000000,0.000000,
359,3,37,2,36,2,7,p,AM,35.54,1,16.1561,25.9951,16.1561,0.000000,0.000000,0.000000,0.000000,0.000000,
360,3,39,2,37,2,5,p,AM,2.54,1,30.4748,49.0340,30.4748,0.000000,0.000000,0.000000,0.000000,0.000000,
361,3,41,2,38,2,5,p,AM,6.37,1,27.5468,44.3229,27.5468,0.000000,0.000000,0.000000,0.000000,0.000000,
362,3,42,2,39,2,5,p,AM,0.23,1,30.5358,49.1322,30.5358,0.000000,0.000000,0.000000,0.000000,0.000000,
363,3,43,2,40,2,18,p,AM,5.38,1,23.5394,37.8749,23.5394,0.000000,0.000000,0.000000,0.000000,0.000000,
364,3,44,2,41,2,5,p,AM,1.23,1,26.5291,42.6852,26.5290,0.000000,0.000000,0.000000,0.000000,0.000000,
365,3,45,2,42,2,18,p,AM,3.58,1,21.6248,34.7943,21.6248,0.000000,0.000000,0.000000,0.000000,0.000000,
366,3,46,2,43,2,5,p,AM,6.23,1,24.6773,39.7057,24.6772,0.000000,0.000000,0.000000,0.000000,0.000000,
367,3,47,2,44,2,18,p,AM,18.95,1,17.2683,27.7848,17.2683,0.000000,0.000000,0.000000,0.000000,0.000000,
368,3,48,2,45,2,18,p,AM,17.76,1,20.6108,33.1628,20.6108,0.000000,0.000000,0.000000,0.000000,0.000000,
369,3,49,2,46,2,6,p,AM,21.60,1,14.3397,23.0726,14.3397,0.000000,0.000000,0.000000,0.000000,0.000000,
370,3,50,2,47,2,18,p,AM,15.74,1,17.6828,28.4516,17.6828,0.000000,0.000000,0.000000,0.000000,0.000000,
371,3,51,2,48,2,6,p,AM,7.33,1,14.9232,24.0114,14.9232,0.000000,0.000000,0.000000,0.000000,0.000000,
372,3,52,2,49,2,6,p,AM,78.87,1,8.9524,14.4044,8.9524,0.000000,0.000000,0.000000,0.000000,0.000000,
373,3,53,2,50,2,6,p,AM,45.12,1,12.0246,19.3476,12.0246,0.000000,0.000000,0.000000,0.000000,0.000000,
374,3,56,2,51,2,5,p,AM,0.10,1,31.0709,49.9931,31.0709,0.000000,0.000000,0.000000,0.000000,0.000000,
375,3,58,2,52,2,5,p,AM,8.54,1,26.1150,42.0191,26.1150,0.000000,0.000000,0.000000,0.000000,0.000000,
376,3,59,2,53,2,5,p,AM,0.54,1,28.9846,46.6362,28.9846,0.000000,0.000000,0.000000,0.000000,0.000000,
377,3,60,2,54,2,5,p,AM,0.72,1,25.3285,40.7536,25.3285,0.000000,0.000000,0.000000,0.000000,0.000000,
378,3,61,2,55,2,5,p,AM,2.30,1,28.1981,45.3708,28.1981,0.000000,0.000000,0.000000,0.000000,0.000000,
379,3,62,2,56,2,5,p,AM,7.83,1,21.7645,35.0190,21.7645,0.000000,0.000000,0.000000,0.000000,0.000000,
380,3,63,2,57,2,5,p,AM,6.57,1,24.6982,39.7393,24.6982,0.000000,0.000000,0.000000,0.000000,0.000000,
381,3,64,2,58,2,5,p,AM,30.75,1,19.4507,31.2962,19.4507,0.000000,0.000000,0.000000,0.000000,0.000000,
382,3,65,2,59,2,5,p,AM,3.11,1,22.1964,35.7140,22.1964,0.000000,0.000000,0.000000,0.000000,0.000000,
383,3,66,2,60,2,7,p,AM,22.85,1,14.9815,24.1053,14.9815,0.000000,0.000000,0.000000,0.000000,0.000000,
384,3,67,2,61,2,7,p,AM,8.40,1,18.8968,30.4050,18.8968,0.000000,0.000000,0.000000,0.000000,0.000000,
385,3,68,2,62,2,7,p,AM,36.70,1,12.6635,20.3756,12.6635,0.000000,0.000000,0.000000,0.000000,0.000000,
386,3,69,2,63,2,7,p,AM,34.54,1,16.5170,26.5759,16.5170,0.000000,0.000000,0.000000,0.000000,0.000000,
387,3,70,2,64,2,6,p,AM,93.01,1,9.2932,14.9527,9.2932,0.000000,0.000000,0.000000,0.000000,0.000000,
388,3,71,2,65,2,6,p,AM,51.29,1,11.6661,18.7708,11.6661,0.000000,0.000000,0.000000,0.000000,0.000000,
389,3,72,2,66,2,6,p,AM,335.19,1,7.3983,11.9038,7.3982,0.000000,0.000000,0.000000,0.000000,0.000000,
390,3,73,2,67,2,6,p,AM,177.23,1,9.6522,15.5304,9.6522,0.000000,0.000000,0.000000,0.000000,0.000000,
391,3,74,2,68,2,6,p,AM,215.03,1,7.0941,11.4144,7.0941,0.000000,0.000000,0.000000,0.000000,0.000000,
392,3,75,2,69,2,6,p,AM,124.10,1,5.6911,9.1570,5.6911,0.000000,0.000000,0.000000,0.000000,0.000000,
393,3,76,2,70,2,7,p,AM,68.58,1,13.3680,21.5091,13.3680,0.000000,0.000000,0.000000,0.000000,0.000000,
394,3,77,2,71,2,7,p,AM,34.57,1,15.3487,24.6960,15.3487,0.000000,0.000000,0.000000,0.000000,0.000000,
395,3,78,2,72,2,8,p,AM,55.12,1,12.4048,19.9594,12.4048,0.000000,0.000000,0.000000,0.000000,0.000000,
396,3,79,2,73,2,8,p,AM,34.60,1,11.4797,18.4708,11.4797,0.000000,0.000000,0.000000,0.000000,0.000000,
397,3,80,2,74,2,8,p,AM,30.53,1,15.0951,24.2880,15.0951,0.000000,0.000000,0.000000,0.000000,0.000000,
398,3,81,2,75,2,7,p,AM,23.23,1,18.3993,29.6044,18.3993,0.000000,0.000000,0.000000,0.000000,0.000000,
399,3,82,2,76,2,9,p,AM,17.56,1,18.4430,29.6748,18.4430,0.000000,0.000000,0.000000,0.000000,0.000000,
400,3,83,2,77,2,15,p,AM,2.83,1,21.3158,34.2972,21.3158,0.000000,0.000000,0.000000,0.000000,0.000000,
401,3,84,2,78,2,1,p,AM,30.14,1,13.1400,21.1423,13.1400,0.000000,0.000000,0.000000,0.000000,0.000000,
402,3,85,2,79,2,9,p,AM,44.87,1,15.3320,24.6692,15.3320,0.000000,0.000000,0.000000,0.000000,0.000000,
403,3,86,2,80,2,9,p,AM,9.85,1,22.4054,36.0504,22.4054,0.000000,0.000000,0.000000,0.000000,0.000000,
404,3,87,2,81,2,9,p,AM,4.78,1,25.3360,40.7656,25.3360,0.000000,0.000000,0.000000,0.000000,0.000000,
405,3,88,2,82,2,9,p,AM,2.04,1,22.9525,36.9305,22.9525,0.000000,0.000000,0.000000,0.000000,0.000000,
406,3,89,2,83,2,10,p,AM,1.97,1,25.8830,41.6458,25.8830,0.000000,0.000000,0.000000,0.000000,0.000000,
407,3,90,2,84,2,9,p,AM,5.01,1,17.5314,28.2080,17.5314,0.000000,0.000000,0.000000,0.000000,0.000000,
408,3,91,2,85,2,9,p,AM,7.70,1,21.3222,34.3074,21.3222,0.000000,0.000000,0.000000,0.000000,0.000000,
409,3,92,2,86,2,17,p,AM,0.11,1,34.2920,55.1759,34.2920,0.000000,0.000000,0.000000,0.000000,0.000000,
410,3,93,2,87,2,10,p,AM,3.07,1,26.1389,42.0575,26.1389,0.000000,0.000000,0.000000,0.000000,0.000000,
411,3,94,2,88,2,10,p,AM,0.10,1,28.8136,46.3610,28.8136,0.000000,0.000000,0.000000,0.000000,0.000000,
412,3,95,2,89,2,10,p,AM,0.30,1,29.1895,46.9659,29.1895,0.000000,0.000000,0.000000,0.000000,0.000000,
413,3,96,2,90,2,10,p,AM,0.06,1,31.7441,51.0763,31.7441,0.000000,0.000000,0.000000,0.000000,0.000000,
414,3,97,2,91,2,11,p,AM,6.13,1,20.8438,33.5377,20.8438,0.000000,0.000000,0.000000,0.000000,0.000000,
415,3,98,2,92,2,11,p,AM,3.81,1,24.1918,38.9246,24.1918,0.000000,0.000000,0.000000,0.000000,0.000000,
416,3,99,2,93,2,11,p,AM,0.80,1,25.7783,41.4773,25.7783,0.000000,0.000000,0.000000,0.000000,0.000000,
417,3,100,2,94,2,11,p,AM,1.39,1,27.1814,43.7349,27.1814,0.000000,0.000000,0.000000,0.000000,0.000000,
418,3,101,2,95,2,11,p,AM,0.87,1,25.0583,40.3189,25.0583,0.000000,0.000000,0.000000,0.000000,0.000000,
