link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,lanes_s2,link_type_s0,link_type_s1,link_type_s2,lanes_p1_s0_auto,lanes_p1_s1_auto,lanes_p1_s2_auto,VOL_p1_s0_auto,VOL_p1_s1_auto,VOL_p1_s2_auto,MEU_p1_s0_auto,MEU_p1_s1_auto,MEU_p1_s2_auto,CAP_p1_s0_auto,CAP_p1_s1_auto,CAP_p1_s2_auto,PEN_p1_s0_auto,PEN_p1_s1_auto,PEN_p1_s2_auto,DOC_p1_s0_auto,DOC_p1_s1_auto,DOC_p1_s2_auto,TT_p1_s0_auto,TT_p1_s1_auto,TT_p1_s2_auto,CO2_p1_s0_auto,CO2_p1_s1_auto,CO2_p1_s2_auto,NOX_p1_s0_auto,NOX_p1_s1_auto,NOX_p1_s2_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2050_auto,MEU_am_2050_auto,CAP_am_2050_auto,PEN_am_2050_auto,DOC_am_2050_auto,TT_am_2050_auto,CO2_am_2050_auto,NOX_am_2050_auto,
35,35,motorway,35,581,"LINESTRING (-87.560065 41.741518, -87.548160 41.750523)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5145.6,7718.4,10291.2,5145.6,7718.4,10291.2,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,148459.1,222685.5,296902.7,39.5,59.3,79.1,5145.6,5145.6,49500.000,0.000,0.104,1.388,148459.127,39.533,7718.4,7718.4,49500.000,0.000,0.156,1.388,222685.538,59.297,10291.2,10291.2,49500.000,0.000,0.208,1.388,296902.713,79.052,
36,36,motorway,36,582,"LINESTRING (-87.556495 41.687498, -87.544587 41.696501)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6100.9,9151.3,12201.7,6100.9,9151.3,12201.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,176019.3,264021.6,352002.3,46.9,70.3,93.7,6100.9,6100.9,49500.000,0.000,0.123,1.388,176019.323,46.872,9151.3,9151.3,49500.000,0.000,0.185,1.388,264021.598,70.301,12201.7,12201.7,49500.000,0.000,0.246,1.389,352002.291,93.710,
37,37,motorway,37,583,"LINESTRING (-87.907775 41.981916, -87.895873 41.990921)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1148.8,1723.2,2297.6,1148.8,1723.2,2297.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.4,33145.1,49717.7,66290.3,8.8,13.2,17.7,1148.8,1148.8,49500.000,0.000,0.023,1.388,33145.135,8.826,1723.2,1723.2,49500.000,0.000,0.035,1.388,49717.697,13.239,2297.6,2297.6,49500.000,0.000,0.046,1.388,66290.261,17.653,
38,38,motorway,38,584,"LINESTRING (-88.175704 42.114267, -88.163803 42.123275)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2228.5,3342.7,4457.0,2228.5,3342.7,4457.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,64295.5,96443.1,128590.7,17.1,25.7,34.2,2228.5,2228.5,49500.000,0.000,0.045,1.388,64295.451,17.121,3342.7,3342.7,49500.000,0.000,0.068,1.388,96443.129,25.682,4457.0,4457.0,49500.000,0.000,0.090,1.388,128590.666,34.243,
39,39,motorway,39,585,"LINESTRING (-88.033996 42.134081, -88.022098 42.143083)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6737.9,10106.8,13475.7,6737.9,10106.8,13475.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,194396.8,291583.0,388733.9,51.8,77.6,103.5,6737.9,6737.9,49500.000,0.000,0.136,1.388,194396.785,51.765,10106.8,10106.8,49500.000,0.000,0.204,1.388,291583.032,77.636,13475.7,13475.7,49500.000,0.000,0.272,1.389,388733.936,103.474,
40,40,motorway,40,586,"LINESTRING (-88.093536 42.134081, -88.081638 42.143083)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1866.7,2800.0,3733.3,1866.7,2800.0,3733.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,53856.3,80784.5,107712.6,14.3,21.5,28.7,1866.7,1866.7,49500.000,0.000,0.038,1.388,53856.332,14.342,2800.0,2800.0,49500.000,0.000,0.057,1.388,80784.476,21.512,3733.3,3733.3,49500.000,0.000,0.075,1.388,107712.566,28.683,
41,41,motorway,41,587,"LINESTRING (-88.033996 42.090860, -88.022098 42.099866)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,8069.7,12104.6,16139.5,8069.7,12104.6,16139.5,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.2,0.2,0.3,1.4,1.4,1.4,232820.9,349201.4,465495.6,62.0,93.0,123.9,8069.7,8069.7,49500.000,0.000,0.163,1.388,232820.889,61.995,12104.6,12104.6,49500.000,0.000,0.245,1.389,349201.443,92.965,16139.5,16139.5,49500.000,0.000,0.326,1.390,465495.602,123.853,
42,42,motorway,42,588,"LINESTRING (-88.092345 42.090860, -88.080447 42.099866)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2120.7,3181.1,4241.4,2120.7,3181.1,4241.4,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,61185.8,91778.7,122371.4,16.3,24.4,32.6,2120.7,2120.7,49500.000,0.000,0.043,1.388,61185.815,16.293,3181.1,3181.1,49500.000,0.000,0.064,1.388,91778.688,24.440,4241.4,4241.4,49500.000,0.000,0.086,1.388,122371.445,32.586,
43,43,motorway,43,589,"LINESTRING (-87.918494 42.133177, -87.906591 42.142183)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5257.6,7886.5,10515.3,5257.6,7886.5,10515.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,151691.3,227533.5,303365.4,40.4,60.6,80.8,5257.6,5257.6,49500.000,0.000,0.106,1.388,151691.333,40.394,7886.5,7886.5,49500.000,0.000,0.159,1.388,227533.474,60.588,10515.3,10515.3,49500.000,0.000,0.212,1.388,303365.360,80.772,
44,44,motorway,44,590,"LINESTRING (-87.976844 42.134081, -87.964940 42.143083)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,7128.5,10692.8,14257.1,7128.5,10692.8,14257.1,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,205667.9,308485.8,411256.9,54.8,82.1,109.5,7128.5,7128.5,49500.000,0.000,0.144,1.388,205667.927,54.766,10692.8,10692.8,49500.000,0.000,0.216,1.388,308485.803,82.134,14257.1,14257.1,49500.000,0.000,0.288,1.389,411256.905,109.458,
45,45,motorway,45,591,"LINESTRING (-87.918494 42.090860, -87.906591 42.099866)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6238.2,9357.3,12476.4,6238.2,9357.3,12476.4,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,179981.1,269963.4,359921.6,47.9,71.9,95.8,6238.2,6238.2,49500.000,0.000,0.126,1.388,179981.092,47.927,9357.3,9357.3,49500.000,0.000,0.189,1.388,269963.374,71.882,12476.4,12476.4,49500.000,0.000,0.252,1.389,359921.561,95.816,
46,46,motorway,46,592,"LINESTRING (-87.978034 42.089060, -87.966131 42.098065)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6568.3,9852.5,13136.6,6568.3,9852.5,13136.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,189505.5,284247.6,378958.5,50.5,75.7,100.9,6568.3,6568.3,49500.000,0.000,0.133,1.388,189505.518,50.463,9852.5,9852.5,49500.000,0.000,0.199,1.388,284247.577,75.684,13136.6,13136.6,49500.000,0.000,0.265,1.389,378958.510,100.876,
47,47,motorway,47,593,"LINESTRING (-87.804176 42.134081, -87.792274 42.143083)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2892.2,4338.2,5784.3,2892.2,4338.2,5784.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.1,1.4,1.4,1.4,83443.7,125165.4,166886.6,22.2,33.3,44.4,2892.2,2892.2,49500.000,0.000,0.058,1.388,83443.732,22.220,4338.2,4338.2,49500.000,0.000,0.088,1.388,125165.430,33.330,5784.3,5784.3,49500.000,0.000,0.117,1.388,166886.604,44.440,
48,48,motorway,48,594,"LINESTRING (-87.861335 42.134081, -87.849432 42.143083)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4978.1,7467.1,9956.1,4978.1,7467.1,9956.1,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,143625.4,215435.4,287237.6,38.2,57.4,76.5,4978.1,4978.1,49500.000,0.000,0.101,1.388,143625.404,38.246,7467.1,7467.1,49500.000,0.000,0.151,1.388,215435.413,57.367,9956.1,9956.1,49500.000,0.000,0.201,1.388,287237.634,76.480,
49,49,motorway,49,595,"LINESTRING (-87.805366 42.090860, -87.793465 42.099866)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3495.6,5243.4,6991.2,3495.6,5243.4,6991.2,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.1,1.4,1.4,1.4,100853.4,151279.6,201704.5,26.9,40.3,53.7,3495.6,3495.6,49500.000,0.000,0.071,1.388,100853.390,26.856,5243.4,5243.4,49500.000,0.000,0.106,1.388,151279.627,40.284,6991.2,6991.2,49500.000,0.000,0.141,1.388,201704.527,53.711,
50,50,motorway,50,596,"LINESTRING (-87.861335 42.090860, -87.849432 42.099866)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4758.0,7137.0,9516.0,4758.0,7137.0,9516.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,137276.1,205912.0,274541.7,36.6,54.8,73.1,4758.0,4758.0,49500.000,0.000,0.096,1.388,137276.088,36.555,7137.0,7137.0,49500.000,0.000,0.144,1.388,205911.995,54.831,9516.0,9516.0,49500.000,0.000,0.192,1.388,274541.665,73.101,
51,51,motorway,51,597,"LINESTRING (-87.755355 42.131376, -87.743451 42.140382)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1577.3,2366.0,3154.6,1577.3,2366.0,3154.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.4,1.4,45507.8,68261.7,91015.6,12.1,18.2,24.2,1577.3,1577.3,49500.000,0.000,0.032,1.388,45507.803,12.118,2366.0,2366.0,49500.000,0.000,0.048,1.388,68261.692,18.178,3154.6,3154.6,49500.000,0.000,0.064,1.388,91015.564,24.237,
52,52,motorway,52,598,"LINESTRING (-87.698196 42.080053, -87.686293 42.089061)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2041.3,3061.9,4082.6,2041.3,3061.9,4082.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,58894.4,88341.6,117788.7,15.7,23.5,31.4,2041.3,2041.3,49500.000,0.000,0.041,1.388,58894.415,15.683,3061.9,3061.9,49500.000,0.000,0.062,1.388,88341.596,23.525,4082.6,4082.6,49500.000,0.000,0.082,1.388,117788.678,31.366,
53,53,motorway,53,599,"LINESTRING (-87.747016 42.089060, -87.735115 42.098065)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4665.3,6998.0,9330.7,4665.3,6998.0,9330.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,134602.4,201901.7,269195.3,35.8,53.8,71.7,4665.3,4665.3,49500.000,0.000,0.094,1.388,134602.435,35.843,6998.0,6998.0,49500.000,0.000,0.141,1.388,201901.716,53.763,9330.7,9330.7,49500.000,0.000,0.188,1.388,269195.343,71.678,
54,54,motorway,54,600,"LINESTRING (-88.172134 42.050344, -88.160231 42.059349)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1259.9,1889.8,2519.7,1259.9,1889.8,2519.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.4,1.4,36349.4,54524.1,72698.8,9.7,14.5,19.4,1259.9,1259.9,49500.000,0.000,0.025,1.388,36349.404,9.680,1889.8,1889.8,49500.000,0.000,0.038,1.388,54524.105,14.519,2519.7,2519.7,49500.000,0.000,0.051,1.388,72698.794,19.359,
55,55,motorway,55,601,"LINESTRING (-88.231673 42.048544, -88.219771 42.057548)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1778.4,2667.6,3556.8,1778.4,2667.6,3556.8,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,1.4,1.4,51310.5,76965.7,102620.8,13.7,20.5,27.3,1778.4,1778.4,49500.000,0.000,0.036,1.388,51310.458,13.664,2667.6,2667.6,49500.000,0.000,0.054,1.388,76965.673,20.495,3556.8,3556.8,49500.000,0.000,0.072,1.388,102620.839,27.327,
56,56,motorway,56,602,"LINESTRING (-88.172134 42.011629, -88.160231 42.020633)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4297.1,6445.7,8594.3,4297.1,6445.7,8594.3,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,123979.3,185967.7,247952.4,33.0,49.5,66.0,4297.1,4297.1,49500.000,0.000,0.087,1.388,123979.337,33.015,6445.7,6445.7,49500.000,0.000,0.130,1.388,185967.735,49.521,8594.3,8594.3,49500.000,0.000,0.174,1.388,247952.355,66.023,
57,57,motorway,57,603,"LINESTRING (-88.231673 42.011629, -88.219771 42.020633)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1646.9,2470.3,3293.7,1646.9,2470.3,3293.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,1.4,1.4,47514.4,71271.7,95028.8,12.7,19.0,25.3,1646.9,1646.9,49500.000,0.000,0.033,1.388,47514.437,12.653,2470.3,2470.3,49500.000,0.000,0.050,1.388,71271.650,18.979,3293.7,3293.7,49500.000,0.000,0.067,1.388,95028.822,25.305,
58,58,motorway,58,604,"LINESTRING (-88.060195 42.053045, -88.048296 42.062050)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5962.5,8943.8,11925.0,5962.5,8943.8,11925.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,172027.2,258034.3,344022.1,45.8,68.7,91.6,5962.5,5962.5,49500.000,0.000,0.120,1.388,172027.240,45.809,8943.8,8943.8,49500.000,0.000,0.181,1.388,258034.261,68.707,11925.0,11925.0,49500.000,0.000,0.241,1.389,344022.056,91.587,
59,59,motorway,59,605,"LINESTRING (-88.116164 42.051245, -88.104263 42.060249)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5225.8,7838.7,10451.6,5225.8,7838.7,10451.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,150772.7,226155.7,301528.6,40.1,60.2,80.3,5225.8,5225.8,49500.000,0.000,0.106,1.388,150772.717,40.149,7838.7,7838.7,49500.000,0.000,0.158,1.388,226155.654,60.221,10451.6,10451.6,49500.000,0.000,0.211,1.388,301528.644,80.283,
60,60,motorway,60,606,"LINESTRING (-88.060195 42.016130, -88.048296 42.025135)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5148.5,7722.7,10296.9,5148.5,7722.7,10296.9,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,148541.4,222808.9,297067.1,39.6,59.3,79.1,5148.5,5148.5,49500.000,0.000,0.104,1.388,148541.356,39.555,7722.7,7722.7,49500.000,0.000,0.156,1.388,222808.865,59.330,10296.9,10296.9,49500.000,0.000,0.208,1.388,297067.127,79.096,
61,61,motorway,61,607,"LINESTRING (-88.116164 42.014330, -88.104263 42.023334)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5264.5,7896.7,10528.9,5264.5,7896.7,10528.9,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,151888.1,227828.6,303758.8,40.4,60.7,80.9,5264.5,5264.5,49500.000,0.000,0.106,1.388,151888.093,40.446,7896.7,7896.7,49500.000,0.000,0.160,1.388,227828.597,60.666,10528.9,10528.9,49500.000,0.000,0.213,1.388,303758.767,80.876,
62,62,motorway,62,608,"LINESTRING (-87.950645 42.053946, -87.938742 42.062951)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,5472.5,8208.8,10945.0,5472.5,8208.8,10945.0,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.2,1.4,1.4,1.4,157890.3,236831.1,315759.4,42.0,63.1,84.1,5472.5,5472.5,49500.000,0.000,0.111,1.388,157890.280,42.045,8208.8,8208.8,49500.000,0.000,0.166,1.388,236831.120,63.063,10945.0,10945.0,49500.000,0.000,0.221,1.389,315759.422,84.069,
63,63,motorway,63,609,"LINESTRING (-88.005424 42.053045, -87.993519 42.062050)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3718.9,5578.4,7437.8,3718.9,5578.4,7437.8,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,107297.1,160945.0,214591.1,28.6,42.9,57.1,3718.9,3718.9,49500.000,0.000,0.075,1.388,107297.106,28.572,5578.4,5578.4,49500.000,0.000,0.113,1.388,160945.025,42.858,7437.8,7437.8,49500.000,0.000,0.150,1.388,214591.143,57.142,
64,64,motorway,64,610,"LINESTRING (-87.950645 42.017031, -87.938742 42.026035)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,9104.3,13656.5,18208.6,9104.3,13656.5,18208.6,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.2,0.3,0.4,1.4,1.4,1.4,262665.9,393944.4,525066.4,69.9,104.9,139.6,9104.3,9104.3,49500.000,0.000,0.184,1.388,262665.943,69.940,13656.5,13656.5,49500.000,0.000,0.276,1.389,393944.376,104.859,18208.6,18208.6,49500.000,0.000,0.368,1.392,525066.410,139.630,
65,65,motorway,65,611,"LINESTRING (-88.004226 42.016130, -87.992328 42.025135)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3468.1,5202.1,6936.2,3468.1,5202.1,6936.2,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.1,1.4,1.4,1.4,100060.3,150090.0,200118.4,26.6,40.0,53.3,3468.1,3468.1,49500.000,0.000,0.070,1.388,100060.259,26.645,5202.1,5202.1,49500.000,0.000,0.105,1.388,150089.953,39.968,6936.2,6936.2,49500.000,0.000,0.140,1.388,200118.354,53.289,
66,66,motorway,66,612,"LINESTRING (-87.838706 42.054846, -87.826807 42.063851)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6193.4,9290.0,12386.7,6193.4,9290.0,12386.7,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,178687.4,268023.2,357335.7,47.6,71.4,95.1,6193.4,6193.4,49500.000,0.000,0.125,1.388,178687.434,47.582,9290.0,9290.0,49500.000,0.000,0.188,1.388,268023.179,71.366,12386.7,12386.7,49500.000,0.000,0.250,1.389,357335.680,95.128,
67,67,motorway,67,613,"LINESTRING (-87.894675 42.054846, -87.882775 42.063851)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3858.6,5787.9,7717.2,3858.6,5787.9,7717.2,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,111326.8,166989.5,222649.9,29.6,44.5,59.3,3858.6,3858.6,49500.000,0.000,0.078,1.388,111326.801,29.645,5787.9,5787.9,49500.000,0.000,0.117,1.388,166989.456,44.467,7717.2,7717.2,49500.000,0.000,0.156,1.388,222649.913,59.287,
68,68,motorway,68,614,"LINESTRING (-87.838706 42.020632, -87.826807 42.029637)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6526.8,9790.1,13053.5,6526.8,9790.1,13053.5,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,188306.2,282448.9,376561.5,50.1,75.2,100.2,6526.8,6526.8,49500.000,0.000,0.132,1.388,188306.198,50.143,9790.1,9790.1,49500.000,0.000,0.198,1.388,282448.931,75.205,13053.5,13053.5,49500.000,0.000,0.264,1.389,376561.506,100.239,
69,69,motorway,69,615,"LINESTRING (-87.893485 42.019732, -87.881584 42.028737)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,6270.6,9405.9,12541.1,6270.6,9405.9,12541.1,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.2,0.3,1.4,1.4,1.4,180915.3,271364.4,361788.9,48.2,72.3,96.3,6270.6,6270.6,49500.000,0.000,0.127,1.388,180915.285,48.175,9405.9,9405.9,49500.000,0.000,0.190,1.388,271364.440,72.255,12541.1,12541.1,49500.000,0.000,0.253,1.389,361788.886,96.312,
70,70,motorway,70,616,"LINESTRING (-87.720824 42.053946, -87.708918 42.062951)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4480.4,6720.6,8960.8,4480.4,6720.6,8960.8,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,129267.5,193899.7,258527.3,34.4,51.6,68.8,4480.4,4480.4,49500.000,0.000,0.091,1.388,129267.519,34.423,6720.6,6720.6,49500.000,0.000,0.136,1.388,193899.696,51.633,8960.8,8960.8,49500.000,0.000,0.181,1.388,258527.253,68.838,
71,71,motorway,71,617,"LINESTRING (-87.781554 42.055746, -87.769649 42.064751)",1.388036,0.862670,1.388036,60.000000,-60.000000,49500.000000,47500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3979.9,5969.9,7959.8,3979.9,5969.9,7959.8,49500.0,49500.0,49500.0,0.0,0.0,0.0,0.1,0.1,0.2,1.4,1.4,1.4,114827.4,172240.2,229650.4,30.6,45.9,61.2,3979.9,3979.9,49500.000,0.000,0.080,1.388,114827.361,30.578,5969.9,5969.9,49500.000,0.000,0.121,1.388,172240.170,45.866,7959.8,7959.8,49500.000,0.000,0.161,1.388,229650.415,61.151,
